,,,,,,,,,,,
,(PP01)Pipa CS smls non china,3,S,MITRA GALPERTI,nasrul@galperti.co.id/feti@galperti.co.id,INDONESIA,"max 6"" TR",021-29400108,021-7392219,FETI,
,FLANGES NON CHINA,,S,MITRA GALPERTI,nasrul@galperti.co.id/feti@galperti.co.id,INDONESIA,"STOCKIST ( MAX 24"" ) BRAND GALPERTI",021-29400108,021-7392219,FETI,
,FORGED FITTINGS ,,S,MITRA GALPERTI,nasrul@galperti.co.id/feti@galperti.co.id,INDONESIA,MEGA,021-29400108,021-7392219,FETI,
,BOLT & NUT,2,S,MITRA PRIMA SUPLINDO,anna@karyaprimasuplindo.co.id/fenny@karyaprimasuplindo.co.id,INDONESIA,STOCKIST,,,FEENY/ANNA,
,Plywood Case,,S,MKE TIMBER SOLUTIONS PTE LTD,mkesales@singnet.com.sg,SINGAPORE,,+65 63621280,65 63623810,CHEE CONG/ Jing Wen,
,PIPE,,S,MURRAY ENERGY PTE LTD,michelle.fong@murray-energy.com,SINGAPORE,STOCKIST,(65) 6206 0083 / (65) 9681 8975,,MS Michelle Fong ,
,(PP01)Pipa CS smls ex china,2,S,NAMLEONG,chong@namleong.com.sg/ mabel@namleong.com.sg,SINGAPORE,"MAX 16"" BRAND ChengDu,JST,AnGang,HengYang ",+65 6506 0572,+65 6295 3979,MABEL,
,(PP25) CS WELD (API-5L GR B / A53 GR B),,S,NAMLEONG,chong@namleong.com.sg/ mabel@namleong.com.sg,SINGAPORE,"SeAH,HYUNDAI,HUSTEEL",+65 6506 0572,+65 6295 3979,MABEL,
,GASKET,,M,NICHIAS (TOMBO),industrial_admin@nichias-id.com,INDONESIA,STOCKIST,+62 21 56956207,+62 21 56956208 ~ 56956209,INKE,
,PIPA CS WELD ERW/LSAW ,,M,NIPPON STEEL SUMITOMO BUSSAN,teddy.tayu@teta.co.id,JAPAN,"UP TO 80"" NSSMC",+ 62 21 426-7752 / + 62 811-1577-374 ,+ 62 21 4288-1410,PAK TEDDY TAYU,
,"Pipa CS,LTCS smls non china",,M,NIPPON STEEL SUMITOMO BUSSAN,teddy.tayu@teta.co.id,JAPAN,"MILL (MAX 16"") NSS",+ 62 21 426-7752 / + 62 811-1577-375,+ 62 21 4288-1411,PAK TEDDY TAYU,
,PIPA SS & DUPLEX SMLS NON CHINA ,,M,NIPPON STEEL SUMITOMO BUSSAN,teddy.tayu@teta.co.id,JAPAN,"UP TO 16""",+ 62 21 426-7752 / + 62 811-1577-376,+ 62 21 4288-1412,PAK TEDDY TAYU,
,PIPE ALLOY smls non china,2,M,NIPPON STEEL SUMITOMO BUSSAN,teddy.tayu@teta.co.id,JAPAN,"MILL (MAX 16"") NSS",+ 62 21 426-7752 / + 62 811-1577-377,+ 62 21 4288-1413,PAK TEDDY TAYU,
,(PP09 &11) SS WELD NON CHINA,1,M,PANTECH STAINLESS & ALLOY INDUSTRIES SDN BHD,maye_ang@pantechssalloy.com,MALAYSIA,"UP TO 16""",+607-2518888  (Ext: 687) / +6019-7966797,+607- 2519999,MAYE ANG,
,PROFILE & PLATE CS,6,S,PELITA JAYA,,INDONESIA,STOCKIST,6006113-6594378-6394136,,IBU FERO,
,TAPE WRAPPING,,S,"POLYKENINDO NUSANTARA, PT",,INDONESIA,STOCKIST,4224777,,BP. ADI KOMARUDIN,
,PROFILE & PLATE CS,5,S,"PERSADA NUSANTARA STEEL, PT",persadanusantarasteel@gmail.com,INDONESIA,STOCKIST,6006113-6594378-6394136,,IBU FERO,
,"Pipa CS,LTCS smls non china",,M,PRODUCTOS TUBULARES,juan.gaminde@gmail.com/indoatlantic@indoatlantic.com/juan.gaminde@indoatlantic.com,SPAIN,"8""-24"" ",+62-21-7590 17 10,+62+21-7590 17 20,MR. GAMINDE,
,PIPE ALLOY smls non china,4,M,PRODUCTOS TUBULARES,juan.gaminde@gmail.com/indoatlantic@indoatlantic.com/juan.gaminde@indoatlantic.com,SPAIN,"8""-24"" ",+62-21-7590 17 10,+62+21-7590 17 20,MR. GAMINDE,
,GALVANIZE,,SV,PROGRESS GALVANIZING PROCESSING,progress@progress-singapore.com.sg / victor@progress-singapore.com.sg,SINGAPORE,,+65 6861 4488,+65 6862 3318,NICOLE/VICTOR,
,FITTINGS BW DUPLEX,,M,RACCORTUBI,edmund.ng@raccortubi.com,ITALY,DUPLEX,+65 68624310/+65 8201 4772,+65 68984186,EDMUND NG,
,(PP01)Pipa CS smls ex china,1,S,Rainbow Offshore Supplies Pte Ltd,chaiying@rainbow-offshore.com,SINGAPORE,"STOCKIST (MAX 16"")",+65 6363 2822 ,+65 6363 2622,CHAI YING,
,FITTINGS BW CS CHINA,,S,Rainbow Offshore Supplies Pte Ltd,chaiying@rainbow-offshore.com,SINGAPORE,STOCKIST,+65 6363 2822 ,+65 6363 2623,CHAI YING,
,(PP09 &11) SS WELD NON CHINA,4,M,RIVIT SPA,k.goh@steel-comfe.com/ sergio.zigliotto@rivit.com,ITALY,"UP TO 36"" A358",+66-90736-8400,,KENNETH/ SERGIO,
,VALVE CHINA,1,S,"SAHABAT AGUNG CITRA,PT",gita@sahabatagung.com,INDONESIA,,6007220,6594739,GITA,
,(PP53) duplex non china,,M,SALZGITTER MANNESMANN,b.tay@smst-tubes.com,GERMANY,,,,BRANDON TAY,
,VALVE NON CHINA,1,M,SAMJIN JMC ,sales@jmcvalve.kr,KOREA,API603/ASME 16.34 class 150-600 & API600/BS1414 class150-1500,82-42-637-1100,82-42-639-2200 ,,
,(PP09 &11) SS WELD NON CHINA,3,S,"SARANA WIRA PRATIWI,PT",r.setiady@sawiti.com,INDONESIA,STOCKIST,6590669,,IBU ANITA,"NO.999 Wensheng street, shouguang Shandong Province"
,(PLT09 &11) SS,3,S,"SARANA WIRA PRATIWI,PT",r.setiady@sawiti.com,INDONESIA,up to 50 mm,6590669,,IBU ANITA,
,PIPA CS WELD ERW/LSAW ,,M,"SEGI International Co.,Ltd",jnspipe@segi-i.com; sun8191@segi-i.com,KOREA,"UP TO 80"" SEAH",,,NICK JANG,
,BOLT & NUT,,M,SENG HENG,catherine@she.com.sg,SINGAPORE,stud bolt & nut,,,CATHERINE WONG,
,CASING & TUBING,,M,SHANDONG MOLONG,mlwm@vip.sina.com,CHINA,"UP TO 20""",,,HANSEN,
,(PP01)Pipa CS smls ex china,2,AD,SHANGHAI HAITAI,yangyl@ht-st.com;angela.yyl@gmail.com,CHINA,"STOCKIST ( MAX 16"" )",86-0-21-63936383-101,86-0-21-63561647,ANGELA YANG,
,(PP53) duplex non china,2,S,SIN GEE HUAT,hiangli@singheehuat.com.sg,SINGAPORE,"STOCKIST ( MAX 16"" )",65-63981118,65-63981119,Lim Shiang Li,
,(PP09 &11) SS SMLS NON CHINA,3,S,SIN GEE HUAT,hiangli@singheehuat.com.sg,SINGAPORE,"STOCKIST ( MAX 16"" )",65-63981119,65-63981120,Lim Shiang Li,
,(PP09 &11) SS WELD NON CHINA,2,S,SIN GEE HUAT,hiangli@singheehuat.com.sg,SINGAPORE,"STOCKIST ( MAX 16"" )",65-63981119,65-63981120,Lim Shiang Li,
,FITTINGS BW DUPLEX,,S,SIN GEE HUAT,hiangli@singheehuat.com.sg,SINGAPORE,,65-63981120,65-63981121,Lim Shiang Li,
,FITTINGS BW SS SMLS (304/L & 316/L) ,,S,SIN GEE HUAT,hiangli@singheehuat.com.sg,SINGAPORE,"STOCKIST ( MAX 16"" )",65-63981121,65-63981122,Lim Shiang Li,
,FLANGES SS NON CHINA,,S,SIN GEE HUAT,hiangli@singheehuat.com.sg,SINGAPORE,"UP TO 24"" INC DUPLEX",65-63981122,65-63981123,Lim Shiang Li,
,(PP25) CS WELD (A53 GR A),2,S,SINAR BINTANG SEMESTA,,INDONESIA,"UP TO 24""",,6510047,IBU DIAN,
,VALVE CHINA,3,S,SINAR MAS ANDHIKA,karsono@sinarmasandhika.com,INDONESIA,STOCKIST,021 3902222,,KO.KONGSI,
,VALVE NON CHINA,1,S,SINAR MAS SAKTI,sales@smsakti.com,INDONESIA,STOCKIST (KITZ AGENTS),,,IBU MERI,
,FITTINGS BW SS SMLS (304/L & 316/L)  ,,M,SCHULZ,ken.tan@schulzfe.com.sg / esther.lee@schulzfe.com.sg,GERMANY,,(65)6542 2113  ,,BRANDON / ESTER,
,PIPA SS & DUPLEX SMLS NON CHINA ,,M,SCHULZ,,,,(65)6542 2113  ,,BRANDON / ESTER,
,FITTINGS BW,,M,SUNG KWANG BEND,overseas@skbend.com,KOREA,,+82 (051) 3300-350,+82 (051) 3300-333,LUKE,
,PIPE ALLOY smls non china,1,AD,"SKK STEEL CO.,LTD ",cms@skksteel.co.kr,KOREA,"up to 16"" JFE",+82-(0)51-808-1231 ,,MR. CHOI,
,FITTINGS BW SS SMLS (304/L & 316/L) ,,S,SOON STEEL,av1@soonsteel.com.sg;av44@soonsteel.com,SINGAPORE,"UP TO 8"" SMLS ONLY",65 6863 3228,65 6863 2188,MS.ANGELINE TAN,
,"Pipa CS,LTCS smls non china",6,S,SOON STEEL,av1@soonsteel.com.sg;av44@soonsteel.com,SINGAPORE,"STOCKIST ( MAX 24"" )",65 6863 3228,65 6863 2188,MS.ANGELINE TAN,
,FLANGES NON CHINA,,S,SOON STEEL,av1@soonsteel.com.sg;av44@soonsteel.com,SINGAPORE,"STOCKIST ( MAX 48"" - A350 Available )",65 6863 3228,65 6863 2188,MS.ANGELINE TAN,
,FITTINGS BW CS Non China,,S,SOON STEEL,av1@soonsteel.com.sg;av44@soonsteel.com,SINGAPORE,"STOCKIST (  WPB s/d 48"" ; WPL6 s/d 24"" )",65 6863 3228,65 6863 2188,MS.ANGELINE TAN,
,FORGED FITTINGS ,,S,SOON STEEL,av1@soonsteel.com.sg;av44@soonsteel.com,SINGAPORE,STOCKIST ( A350 Available ),65 6863 3228,65 6863 2188,MS.ANGELINE TAN,
,(PP09 &11) SS SMLS NON CHINA,1,S,SOON STEEL ,av1@soonsteel.com.sg;av44@soonsteel.com,SINGAPORE,"UP TO 8"" (PUNYA PP14)",65 6863 3228,65 6863 2188,MS.ANGELINE TAN,
,FITTINGS BW CS Non China,,S,SSH,linda.tan@sshcorp.com (source Via Esteel),SINGAPORE,"STOCKIST (  WPB s/d 48"" ; WPL6 s/d 24"" )",62656088,62610989,LINDA TAN,
,FORGED FITTINGS ,,S,SSH,linda.tan@sshcorp.com (source Via Esteel),SINGAPORE,STOCKIST ( A350 Available ),62656088,62610989,LINDA TAN,
,"Pipa CS,LTCS smls non china",5,S,SSH ,linda.tan@sshcorp.com (source Via Esteel),SINGAPORE,"STOCKIST ( MAX 24"" )",62656088,62610989,LINDA TAN,
,(PP09 &11 &14 ) SS SMLS NON CHINA,2,S,STAHLKONTOR (thyssenkrupp),vanessa.blom@thyssenkrupp.com/ bettina.schotten@thyssenkrupp.com,GERMANY,"Mill (1/8"" - 20"")",+49 2102 402 -  233,+49 2102 402 - 221,VANESSA/BETTINA,
,FORGE FITTING ALLOY,,M,STAINALLOY NEDERLAND B.V.,KarimRighi@stainalloy.com,Netherlands,A335/A691/B333/B335/B366/B564/B619/B622,+31 (0) 184 - 410199,,Karim Righi,
,FITTING BW SS,,M,STAINALLOY NEDERLAND B.V.,KarimRighi@stainalloy.com,Netherlands,A358,+31 (0) 184 - 410199,,Karim Righi,
,FITTING BW SS WELD,,M,STAINALLOY NEDERLAND B.V.,KarimRighi@stainalloy.com,Netherlands,A358,+31 (0) 184 - 410199,,Karim Righi,
,(PP09 &11) PIPE SS SMLS,,M,STAINALLOY NEDERLAND B.V.,KarimRighi@stainalloy.com,Netherlands,A358,+31 (0) 184 - 410199,,Karim Righi,
,PIPE ALLOY SMLS,,M,STAINALLOY NEDERLAND B.V.,KarimRighi@stainalloy.com,Netherlands,A335/A691/B333/B335/B366/B564/B619/B622,+31 (0) 184 - 410199,,Karim Righi,
,PIPE ALLOY WELD,,M,STAINALLOY NEDERLAND B.V.,KarimRighi@stainalloy.com,Netherlands,A335/A691/B333/B335/B366/B564/B619/B622,+31 (0) 184 - 410199,,Karim Righi,
,(PP25) CS WELD (A53 GR A),,M,STEEL PIPE INDUSTRY/SPINDO,hasdaningsih.hasdaningsih@spindo.co.id,INDONESIA,"up to 24""",6260456,,BU HASDA,
,PROFILE SS ,2,S,SUSTEC,sales@sustec.co.id/ rully.susanto07@ymail.com,INDONESIA,STOCKIST,"5582202, 5592621 ",,PAK RULLY,
,(PP09 &11) SS WELD NON CHINA,2,S,SUSTEC,sales@sustec.co.id/ rully.susanto07@ymail.com,INDONESIA,STOCKIST,"5582202, 5592622",,PAK RULLY,
,(PP09 &11) SS WELD CHINA,1,S,SUSTEC,sales@sustec.co.id/ rully.susanto07@ymail.com,INDONESIA,STOCKIST,"5582202, 5592623",,PAK RULLY,
,(PLT09 &11) SS,2,S,SUSTEC,sales@sustec.co.id/ rully.susanto07@ymail.com,INDONESIA,up to 50 mm,"5582202, 5592621 ",,PAK RULLY,
,PROFILE SS ,1,S,SUTINDO RAYA MULIA,srmjkt@sutindo.com,INDONESIA,STOCKIST,"5582202, 5592621 ",,PAK RULLY,
,(PLT09 &11) SS,1,S,SUTINDO RAYA MULIA,srmjkt@sutindo.com,INDONESIA,up to 50 mm,65701600,65701480/81,SARI/DEWI,
,(PP09 &11) SS WELD NON CHINA,1,S,SUTINDO RAYA MULIA,srmjkt@sutindo.com,INDONESIA,"STOCKIST ( MAX 16"" )",65701600,65701480/81,SARI/DEWI,
,(PP09 &11) SS SMLS EX CHINA,1,S,SUTINDO RAYA MULIA,srmjkt@sutindo.com,INDONESIA,SCH 10,65701600,65701480/81,SARI/DEWI,
,FITTINGS BW SS WELD ,,M,"Ta Chen Stainless Pipe Co., Ltd.",dick@mail.tachen.com.tw/ingrid@mail.tachen.com.tw,TAIWAN,,886-6-2701756 #4000,886-6-2701382,INGRID/ DICK KUO,
,"Pipa CS,LTCS smls non china",,M,Tenaris Global Services Far East,lpgan@tenaris.com,SINGAPORE,"MILL TENARIS UP TO 24""",65 6395-9002 ,,LEE PENG,
,(PP01)Pipa CS smls ex china,1,AD,tianjian tengfei,tengfeipipe@aliyun.com,CHINA,"2""-24""",86 186 02229310,,MS. HUANG,
,(PP01)Pipa CS smls ex china,3,AD,Tianjin Baocang International Trade Co Ltd,gracechen@tbccgroup.com,CHINA,"2""-24""",+86 22 2485 1797/+86 13602119687,+86 22 2436 0000,GRACE,
,PROFILE & PLATE CS,2,S,TIGA JAYA,,INDONESIA,STOCKIST,639-6678/659-3278,021-6251541/63855625,IBU JANE,
,(PP01)Pipa CS smls Non china,4,S,TIRTA PERDANA,hanumdenok@gmail.com,INDONESIA,STOCKIST,,,Pak Arif,
,FITTINGS BW CS SMLS  ,,S,TIRTA PERDANA,hanumdenok@gmail.com,INDONESIA,STOCKIST,6264210/0818754100,6264209,Pak Arif,
,(PP09 &11) SS SMLS NON CHINA,4,S,TIRTA PERDANA,hanumdenok@gmail.com,INDONESIA,STOCKIST,6264210/0818754101,6264209,Pak Arif,
,FLANGES CS  NON CHINA,,S,TIRTA PERDANA,hanumdenok@gmail.com,INDONESIA,STOCKIST,6264210/0818754102,6264209,Pak Arif,
,FORGED FITTINGS ,,S,TIRTA PERDANA,hanumdenok@gmail.com,INDONESIA,STOCKIST,6264210/0818754103,6264209,Pak Arif,
,PLATE SS EX CHINA,1,M,TISCO,juan.gaminde@gmail.com/indoatlantic@indoatlantic.com/juan.gaminde@indoatlantic.com,CHINA,MILL TISCO - UP TO 12 MM,+62-21-7590 17 10,+62+21-7590 17 20,MR. GAMINDE,
,FITTINGS BW,,M,TK Corporation,dave@tkbend.co.kr,KOREA,"UP TO 80""",+82-51-709-8528,+82-51-747-9799,DAVE,
,FITTINGS BW SS SMLS (304/L & 316/L)  ex china,,S,TK PRIVATE LIMITED,sales@tket.com.sg,SINGAPORE,,(65) 6266 1836 ,(65) 6261 5638,MEI LING,
,FITTINGS BW CS CHINA,,S,TK PRIVATE LIMITED,sales@tket.com.sg,SINGAPORE,,(65) 6266 1836 ,(65) 6261 5638,MEI LING,
,(PP01)Pipa CS smls ex china,,S,TK PRIVATE LIMITED,sales@tket.com.sg,SINGAPORE,"A106 Gr.B, API 5L Gr.B, A333-6 PRESURE STD, XS, XXS, S20
S40, S80, S120, S160",(65) 6266 1836 ,(65) 6261 5638,MEI LING,
,(PP09 &11) SS SMLS EX CHINA,2,S,TK PRIVATE LIMITED,sales@tket.com.sg,SINGAPORE,"A312-TP304L
A312-TP316L",(65) 6266 1836 ,(65) 6261 5638,MEI LING,
,FLANGES (304/L & 316/L) SS EX CHINA,,S,TK PRIVATE LIMITED,sales@tket.com.sg,SINGAPORE,"A182-F304L, A182-F316L",(65) 6266 1836 ,(65) 6261 5638,MEI LING,
,FLANGES CS CHINA,,S,TK PRIVATE LIMITED,sales@tket.com.sg,SINGAPORE,"SS400, ST37.2, A105N, A350 LF2",(65) 6266 1836 ,(65) 6261 5638,MEI LING,
,FLANGES NON CHINA,,S,TOP STEEL,candychiew@topsteelsolutions.com.sg,SINGAPORE,"STOCKIST ( MAX 48"" - A350 Available )",6261 6866,6261 6766,CANDY,
,FITTINGS BW CS Non China,,S,TOP STEEL,candychiew@topsteelsolutions.com.sg,SINGAPORE,"STOCKIST (  WPB s/d 48"" ; WPL6 s/d 24"" )",6261 6866,6261 6766,CANDY,
,FORGED FITTINGS ,,S,TOP STEEL,candychiew@topsteelsolutions.com.sg,SINGAPORE,STOCKIST ( A350 Available ),6261 6866,6261 6766,CANDY,
,PIPA SS & DUPLEX SMLS NON CHINA ,,M,TUBACEX,klim@tubacex.es/ sales-sg@tubacex.com,SPAIN,"UP TO 8""",65 6801 0322/ mobile : 65 98628383,,KELVIN LIM/ Briget,
,PIPE ALLOY smls non china,5,M,Tubi Acciaio Lombarda PTE. LTD,e.lee@talsingapore.com/f.dellagiovanna@talsingapore.com,ITALY,"3/4""-12'",+65 6317 8685,+65 6317 8889,EMILY/FEDERICO,
,"Pipa CS,LTCS smls non china",,M,TUBOS REUNIDOS ,juan.gaminde@gmail.com/indoatlantic@indoatlantic.com/juan.gaminde@indoatlantic.com,SPAIN,"up to  6"" TUBOS ",+62-21-7590 17 10,+62+21-7590 17 20,MR. GAMINDE,
,PIPE ALLOY smls non china,3,M,TUBOS REUNIDOS ,juan.gaminde@gmail.com/indoatlantic@indoatlantic.com/juan.gaminde@indoatlantic.com,SPAIN,"up to  6""",+62-21-7590 17 10,+62+21-7590 17 20,MR. GAMINDE,
,(PP25) CS WELD (API-5L GR B / A53 GR B),,S,TUBULAR MANAGEMENT SERVICE (TMS),sales@tubms.com,SINGAPORE,"STOCKIST ( MAX 48"" )",65-6897 7216/7   ; MOBILE 65-9829 3936,65-6897 7219,JAMES/VERONICA,
,"Pipa CS,LTCS smls non china",4,S,TUBULAR MANAGEMENT SERVICE (TMS),sales@tubms.com,SINGAPORE,"up to 24"" ( LTCS )",65-6897 7216/7   ; MOBILE 65-9829 3937,65-6897 7220,JAMES/VERONICA,
,FLANGES CS CHINA,,S,"TUNAS CIPTA MANUNGGAL,PT",marketing@tunascipta.com,INDONESIA,STOCKIST,021-6250611,,BU YANTI,
,(PP09 &11) SS SMLS EX CHINA,4,S,"TUNAS CIPTA MANUNGGAL,PT",marketing@tunascipta.com,INDONESIA,STOCKIST,021-6250612,,BU YANTI,"NO.999 Wensheng street, shouguang Shandong Province"
,(PP01)Pipa CS smls ex china,,S,"TUNAS CIPTA MANUNGGAL,PT",marketing@tunascipta.com,INDONESIA,"STOCKIST ( MAX 16"" )",021-6250611,,BU YANTI,
,FLANGES NON CHINA,,M,ULMA,juan.gaminde@gmail.com/indoatlantic@indoatlantic.com/juan.gaminde@indoatlantic.com,SPAIN,MILL,+62-21-7590 17 10,+62+21-7590 17 20,MR. GAMINDE,
,FORGED FITTINGS ,,M,ULMA,juan.gaminde@gmail.com/indoatlantic@indoatlantic.com/juan.gaminde@indoatlantic.com,SPAIN,MILL,+62-21-7590 17 10,+62+21-7590 17 20,MR. GAMINDE,(source Via Esteel)
,PIPA CS WELD ERW/LSAW ,,M,US STEEL,jrhong1@kornet.net / 0222mj@ussteelkr.com,KOREA,"UP TO 60"" HYUNDAI","82-515836971,6974",+82 515836972,MR. HONG,(source Via Esteel)
,(PP01)Pipa CS smls ex china,1,M,VALIN XIGANG,seamlesscn@163.com/ zhoukangning@hlxgco.com,CHINA,"2""-12""",+86 523 80708602  ,+86 523 80708999  ,ALEX/KENNY,(source Via Esteel)
,CASING & TUBING,,M,VALIN XIGANG,seamlesscn@163.com/ zhoukangning@hlxgco.com,CHINA,"UP TO 13 3/8""",+86 523 80708602  ,+86 523 80708999  ,ALEX/KENNY,(source Via Esteel)
,(PP01)Pipa CS smls non china,,M,VALLOUREC ASIA PACIFIC Corp. Pte Ltd,mimi.yunos@vallourec.com/duc.huynh@vallourec.com/howard.lim@vallourec.com,FRANCE,,+65 69336707/+65 81815179,,MS. MIMI/MR. LIM,
,CASING & TUBING,,M,VALLOUREC ASIA PACIFIC Corp. Pte Ltd,mimi.yunos@vallourec.com/duc.huynh@vallourec.com/howard.lim@vallourec.com,FRANCE,,+65 69336707/+65 81815179,,MS. MIMI/MR. LIM,
,"Pipa CS,LTCS smls non china",7,S,VAN LEUWEN,nancysim@vanleeuwen.com.sg,SINGAPORE,"STOCKIST ( MAX 24"" )","65-6925,2696969697/301",,NANCY,
,FLANGES NON CHINA,,S,VAN LEUWEN ,nancysim@vanleeuwen.com.sg,SINGAPORE,"STOCKIST ( MAX 48"" - A350 Available )","65-6925,2696969697/302",,NANCY,
,FITTINGS BW CS Non China,,S,VAN LEUWEN ,nancysim@vanleeuwen.com.sg,SINGAPORE,"STOCKIST (  WPB s/d 48"" ; WPL6 s/d 24"" )","65-6925,2696969697/303",,NANCY,
,FORGED FITTINGS ,,S,VAN LEUWEN ,nancysim@vanleeuwen.com.sg,SINGAPORE,STOCKIST ( A350 Available ),"65-6925,2696969697/304",,NANCY,
,FORGED FITTINGS ,,M,VIAR,irene@viar.it,ITALY,MILL,+65 62541113/ +65 96505714,,IRENE,
,FORGED FITTINGS ,,S,VINCO,,INDONESIA,MEGA CS ONLY,, 55910836/7,IBU IRA,
,(PP09 &11) SS SMLS EX CHINA,,M,WENZHOU EASTERN STEEL,ben@tubinox.com.cn,CHINA,,"+86-13336999961
",,BEN,
,FITTINGS BW SS SMLS (304/L & 316/L) ,1,S,WINTRACO,,INDONESIA,"UP TO 24"" EX CHINA",,6598458,Bp.Yusuf/IBU ATI,
,FITTINGS BW CS CHINA,2,S,WINTRACO,,INDONESIA,"STOCKIST ( MAX 24"" )",,6598458,Bp.Yusuf/IBU ATI,
,(PP09 &11) SS WELD CHINA,2,S,WINTRACO,,INDONESIA,"STOCKIST ( MAX 6"" )",,6598458,Bp.Yusuf/IBU ATI,
,FLANGES CS CHINA,,S,WINTRACO,,INDONESIA,"STOCKIST ( MAX 12"" - Taiwan China )",,6598458,Bp.Yusuf/IBU ATI,
,(PP09 &11) SS SMLS EX CHINA,3,S,WINTRACO,,INDONESIA,"STOCKIST ( MAX 8"" - Taiwan/China )",,6598458,Bp.Yusuf/IBU ATI,
,FLANGES (304/L & 316/L) SS EX CHINA,,S,WINTRACO,,INDONESIA,"STOCKIST ( MAX 8"" - Taiwan/China )",,6598458,Bp.Yusuf/IBU ATI,
,MACHINING ,,SV,WESCO ENGINEERING,wesco.engineering@gmail.com,SINGAPORE,,65 6265 5678 / 65 90088799,65 6268 8956,John Tang,
,VALVE CHINA,2,M,ZheJiang Number One ,miracle@nbovalve.com /hsu.miracle@gmail.com                       ,CHINA,ZheJiang ,+86-577-57799666              ,+86-577-67973688     ,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
